customerid,age,gender,item_purchased,category,purchase_amount,location
573,56,Male,Scarf,Accessories,97,South Carolina
574,58,Male,Pants,Clothing,68,California
575,54,Male,Sneakers,Footwear,79,Maine
576,58,Male,Jeans,Clothing,86,Nebraska
577,48,Male,Hat,Accessories,68,Washington
578,19,Male,Skirt,Clothing,52,Alabama
579,69,Male,Sandals,Footwear,90,Maine
580,58,Male,Sandals,Footwear,41,California
581,49,Male,Sweater,Clothing,80,Iowa
582,32,Male,Sweater,Clothing,100,Iowa
583,40,Male,Jacket,Outerwear,77,Colorado
584,25,Male,Shorts,Clothing,78,California
585,70,Male,Socks,Clothing,94,Indiana
586,69,Male,Socks,Clothing,23,South Carolina
587,45,Male,Hoodie,Clothing,20,Wisconsin
588,29,Male,Socks,Clothing,86,Washington
589,47,Male,Boots,Footwear,60,South Dakota
590,28,Male,Shirt,Clothing,70,Minnesota
591,64,Male,Belt,Accessories,39,Alaska
592,47,Male,Backpack,Accessories,37,Kentucky
593,60,Male,Boots,Footwear,29,North Dakota
594,67,Male,Coat,Outerwear,35,Alaska
595,35,Male,Hoodie,Clothing,83,Oklahoma
596,30,Male,Shoes,Footwear,77,Delaware
597,23,Male,Shoes,Footwear,37,Montana
598,70,Male,Jewelry,Accessories,69,Alaska
599,21,Male,Dress,Clothing,66,California
600,51,Male,Boots,Footwear,26,Massachusetts
601,22,Male,Hat,Accessories,63,South Carolina
602,32,Male,Backpack,Accessories,38,West Virginia
603,37,Male,Shoes,Footwear,58,Oregon
604,31,Male,Handbag,Accessories,46,Massachusetts
605,44,Male,Sunglasses,Accessories,92,West Virginia
606,40,Male,Hat,Accessories,32,California
607,27,Male,Scarf,Accessories,90,Colorado
608,47,Male,Hoodie,Clothing,23,Indiana
609,41,Male,Backpack,Accessories,25,Delaware
610,51,Male,Sweater,Clothing,54,Ohio
611,53,Male,Shorts,Clothing,72,Oklahoma
612,43,Male,Scarf,Accessories,33,California
613,67,Male,Hat,Accessories,43,New Hampshire
614,61,Male,Coat,Outerwear,51,Pennsylvania
615,68,Male,Jewelry,Accessories,85,Idaho
616,67,Male,Sandals,Footwear,100,Maryland
617,29,Male,Gloves,Accessories,72,Pennsylvania
618,50,Male,Backpack,Accessories,57,Colorado
619,61,Male,Jacket,Outerwear,94,Indiana
620,19,Male,Backpack,Accessories,34,Nebraska
621,33,Male,Backpack,Accessories,89,Rhode Island
622,51,Male,Sunglasses,Accessories,27,Kansas
623,69,Male,Socks,Clothing,63,Georgia
624,19,Male,Shoes,Footwear,70,Nevada
625,55,Male,Pants,Clothing,87,South Carolina
626,49,Male,Jewelry,Accessories,79,Delaware
627,31,Male,Sunglasses,Accessories,79,New Hampshire
628,42,Male,Sandals,Footwear,44,Oregon
629,69,Male,Sweater,Clothing,85,Massachusetts
630,26,Male,Shoes,Footwear,90,Vermont
631,41,Male,Jewelry,Accessories,94,Mississippi
632,55,Male,Boots,Footwear,68,Washington
633,35,Male,Backpack,Accessories,51,Wyoming
634,66,Male,Sandals,Footwear,33,Minnesota
635,36,Male,Sneakers,Footwear,60,Ohio
636,27,Male,Hoodie,Clothing,59,South Carolina
637,41,Male,Handbag,Accessories,30,Wisconsin
638,21,Male,Sweater,Clothing,20,Tennessee
639,53,Male,Sandals,Footwear,20,Maryland
640,54,Male,Dress,Clothing,24,Mississippi
641,53,Male,Skirt,Clothing,88,Minnesota
642,47,Male,Blouse,Clothing,78,Alaska
643,64,Male,Skirt,Clothing,25,Arkansas
644,18,Male,Sweater,Clothing,57,Oregon
645,68,Male,Backpack,Accessories,93,Louisiana
646,62,Male,Hoodie,Clothing,42,Oklahoma
647,51,Male,Boots,Footwear,54,Indiana
648,54,Male,Blouse,Clothing,70,Mississippi
649,22,Male,Hoodie,Clothing,31,Michigan
650,53,Male,Pants,Clothing,93,Delaware
651,34,Male,Gloves,Accessories,40,Florida
652,32,Male,Hat,Accessories,32,Arkansas
653,64,Male,Sunglasses,Accessories,27,Minnesota
654,20,Male,Scarf,Accessories,68,North Dakota
655,24,Male,Handbag,Accessories,59,California
656,20,Male,Handbag,Accessories,36,Mississippi
657,42,Male,Jeans,Clothing,23,Pennsylvania
658,48,Male,Jacket,Outerwear,80,Arizona
659,62,Male,Backpack,Accessories,37,Louisiana
660,62,Male,Shorts,Clothing,52,Virginia
661,50,Male,Coat,Outerwear,79,Montana
662,57,Male,Shirt,Clothing,68,Iowa
663,24,Male,Gloves,Accessories,98,Illinois
664,59,Male,Dress,Clothing,83,Alaska
665,63,Male,Pants,Clothing,83,Colorado
666,41,Male,Pants,Clothing,55,New Mexico
667,35,Male,Hoodie,Clothing,26,Colorado
668,34,Male,Sunglasses,Accessories,76,Arizona
669,49,Male,T-shirt,Clothing,85,Hawaii
670,43,Male,Jacket,Outerwear,89,Illinois
671,63,Male,Sweater,Clothing,41,Louisiana
672,38,Male,Jacket,Outerwear,30,Iowa
673,59,Male,Socks,Clothing,53,Washington
674,35,Male,Shirt,Clothing,66,Oklahoma
675,48,Male,Jewelry,Accessories,33,Washington
676,64,Male,Sunglasses,Accessories,86,Arkansas
677,28,Male,Pants,Clothing,60,Connecticut
678,60,Male,Socks,Clothing,62,Washington
679,27,Male,Blouse,Clothing,74,Maine
680,56,Male,Sandals,Footwear,95,Michigan
681,58,Male,Sneakers,Footwear,25,Tennessee
682,30,Male,Shirt,Clothing,59,Louisiana
683,23,Male,Jacket,Outerwear,29,Missouri
684,33,Male,Sandals,Footwear,36,Michigan
685,63,Male,Hat,Accessories,82,Alabama
686,70,Male,Blouse,Clothing,71,Massachusetts
687,70,Male,Sweater,Clothing,35,Indiana
688,19,Male,Gloves,Accessories,38,West Virginia
689,25,Male,Scarf,Accessories,59,Michigan
690,19,Male,Hoodie,Clothing,91,Pennsylvania
691,25,Male,Shorts,Clothing,68,Alaska
692,60,Male,Backpack,Accessories,21,Massachusetts
693,35,Male,Sunglasses,Accessories,95,North Dakota
694,46,Male,Shorts,Clothing,52,Vermont
695,41,Male,Dress,Clothing,21,Kentucky
696,30,Male,Shorts,Clothing,67,Nevada
697,44,Male,Belt,Accessories,42,Utah
698,61,Male,Scarf,Accessories,63,North Dakota
699,55,Male,Boots,Footwear,41,Iowa
700,50,Male,Handbag,Accessories,46,Connecticut
701,57,Male,Pants,Clothing,79,Wisconsin
702,51,Male,Boots,Footwear,90,Idaho
703,18,Male,Shirt,Clothing,71,Montana
704,63,Male,Dress,Clothing,87,Connecticut
705,34,Male,Hoodie,Clothing,66,Idaho
706,25,Male,Pants,Clothing,90,Arkansas
707,46,Male,Jeans,Clothing,47,Iowa
708,59,Male,Shirt,Clothing,38,Louisiana
709,37,Male,Backpack,Accessories,50,Kentucky
710,49,Male,Jacket,Outerwear,79,Massachusetts
711,22,Male,Scarf,Accessories,91,Virginia
712,64,Male,Boots,Footwear,60,New Hampshire
713,42,Male,Blouse,Clothing,81,New Hampshire
714,37,Male,Hoodie,Clothing,90,Oregon
715,26,Male,Jacket,Outerwear,70,South Dakota
716,33,Male,Jeans,Clothing,63,Delaware
717,30,Male,Jewelry,Accessories,29,Missouri
718,21,Male,Socks,Clothing,90,Alaska
719,22,Male,Shirt,Clothing,22,Florida
720,63,Male,Shorts,Clothing,22,Mississippi
721,33,Male,Jewelry,Accessories,62,New Mexico
722,43,Male,Blouse,Clothing,57,California
723,27,Male,Sweater,Clothing,32,Wyoming
724,35,Male,Jewelry,Accessories,53,Missouri
725,37,Male,T-shirt,Clothing,79,New Hampshire
726,61,Male,Hat,Accessories,61,Texas
727,32,Male,Shorts,Clothing,78,North Dakota
728,62,Male,Sweater,Clothing,97,Arkansas
729,29,Male,Jeans,Clothing,78,Nebraska
730,41,Male,Sunglasses,Accessories,56,Minnesota
731,48,Male,Boots,Footwear,25,Massachusetts
732,43,Male,Coat,Outerwear,28,Arkansas
733,34,Male,Shirt,Clothing,57,New Hampshire
734,45,Male,Dress,Clothing,36,Rhode Island
735,65,Male,Shirt,Clothing,69,New Jersey
736,61,Male,Sunglasses,Accessories,48,Montana
737,18,Male,Dress,Clothing,58,Colorado
738,47,Male,Sunglasses,Accessories,24,Nebraska
739,56,Male,Sunglasses,Accessories,31,Minnesota
740,64,Male,Shorts,Clothing,29,Minnesota
741,26,Male,Jeans,Clothing,69,South Dakota
742,22,Male,T-shirt,Clothing,79,West Virginia
743,64,Male,Pants,Clothing,39,Nevada
744,21,Male,Sunglasses,Accessories,84,North Carolina
745,67,Male,Boots,Footwear,66,Illinois
746,46,Male,T-shirt,Clothing,92,Michigan
747,40,Male,Sandals,Footwear,45,Michigan
748,51,Male,Shorts,Clothing,74,Oklahoma
749,35,Male,Hat,Accessories,39,South Dakota
750,56,Male,Scarf,Accessories,71,Oklahoma
751,25,Male,T-shirt,Clothing,95,Maryland
752,65,Male,Gloves,Accessories,72,Ohio
753,39,Male,Scarf,Accessories,85,Ohio
754,47,Male,Boots,Footwear,54,Massachusetts
755,36,Male,Gloves,Accessories,41,North Carolina
756,66,Male,Coat,Outerwear,24,Florida
757,62,Male,Belt,Accessories,99,Montana
758,41,Male,Hoodie,Clothing,32,Minnesota
759,66,Male,Shoes,Footwear,71,Massachusetts
760,51,Male,Dress,Clothing,49,Rhode Island
761,33,Male,Gloves,Accessories,50,Minnesota
762,57,Male,Jewelry,Accessories,91,Nevada
763,45,Male,Belt,Accessories,46,New Mexico
764,61,Male,Sweater,Clothing,50,North Carolina
765,55,Male,Skirt,Clothing,39,Virginia
766,54,Male,Sneakers,Footwear,99,Alaska
767,57,Male,Gloves,Accessories,48,Nevada
768,27,Male,Coat,Outerwear,77,Pennsylvania
769,64,Male,Backpack,Accessories,95,Illinois
770,52,Male,Socks,Clothing,100,Delaware
771,19,Male,Sneakers,Footwear,54,Vermont
772,22,Male,Sweater,Clothing,68,Hawaii
773,18,Male,Jeans,Clothing,22,Illinois
774,29,Male,Hat,Accessories,84,California
775,42,Male,Hat,Accessories,46,Nevada
776,49,Male,Handbag,Accessories,53,Kentucky
777,49,Male,Shirt,Clothing,60,Alabama
778,55,Male,Socks,Clothing,32,Wyoming
779,29,Male,Socks,Clothing,50,Massachusetts
780,60,Male,Dress,Clothing,94,Utah
781,34,Male,Shoes,Footwear,26,New York
782,30,Male,Scarf,Accessories,44,Vermont
783,28,Male,Hoodie,Clothing,57,Hawaii
784,63,Male,T-shirt,Clothing,65,Louisiana
785,31,Male,Jeans,Clothing,72,Alabama
786,46,Male,Shorts,Clothing,62,Louisiana
787,70,Male,Hat,Accessories,21,Indiana
788,53,Male,Handbag,Accessories,85,Michigan
789,50,Male,Pants,Clothing,51,Rhode Island
790,33,Male,Handbag,Accessories,84,Idaho
791,22,Male,Sweater,Clothing,37,Louisiana
792,50,Male,Scarf,Accessories,44,North Carolina
793,34,Male,Sneakers,Footwear,45,New Jersey
794,24,Male,Pants,Clothing,35,Alabama
795,69,Male,Backpack,Accessories,50,Kentucky
796,39,Male,Sandals,Footwear,26,New York
797,42,Male,Socks,Clothing,78,Arizona
798,42,Male,Coat,Outerwear,82,Maryland
799,29,Male,Socks,Clothing,39,Alaska
800,55,Male,Belt,Accessories,55,Nevada
801,32,Male,Socks,Clothing,20,Utah
802,25,Male,Belt,Accessories,29,New Mexico
803,38,Male,Pants,Clothing,41,Delaware
804,32,Male,Shorts,Clothing,38,Connecticut
805,43,Male,Boots,Footwear,47,Mississippi
806,41,Male,Dress,Clothing,30,Connecticut
807,56,Male,Jeans,Clothing,56,Florida
808,27,Male,T-shirt,Clothing,89,New York
809,46,Male,Shoes,Footwear,96,Wisconsin
810,48,Male,Boots,Footwear,81,South Carolina
811,52,Male,Scarf,Accessories,83,South Dakota
812,18,Male,Sneakers,Footwear,35,Illinois
813,64,Male,Boots,Footwear,56,Alaska
814,54,Male,Handbag,Accessories,45,Montana
815,31,Male,Shirt,Clothing,62,Minnesota
816,30,Male,Hat,Accessories,84,West Virginia
817,26,Male,Sweater,Clothing,24,Illinois
818,25,Male,Handbag,Accessories,21,Nevada
819,59,Male,Shirt,Clothing,91,Idaho
820,55,Male,Sunglasses,Accessories,36,Colorado
821,56,Male,Sneakers,Footwear,39,Louisiana
822,62,Male,Hoodie,Clothing,39,Vermont
823,35,Male,Shirt,Clothing,59,Mississippi
824,51,Male,Sunglasses,Accessories,27,Georgia
825,61,Male,Blouse,Clothing,94,Georgia
826,27,Male,Belt,Accessories,94,Nebraska
827,54,Male,Dress,Clothing,94,Massachusetts
828,31,Male,Shoes,Footwear,51,Colorado
829,24,Male,Socks,Clothing,62,Nevada
830,42,Male,Socks,Clothing,57,Idaho
831,41,Male,Shorts,Clothing,76,Wyoming
832,66,Male,Gloves,Accessories,63,Washington
833,58,Male,Jacket,Outerwear,80,California
834,43,Male,Handbag,Accessories,68,Oklahoma
835,52,Male,Backpack,Accessories,89,Nevada
836,35,Male,Boots,Footwear,26,Maryland
837,23,Male,Gloves,Accessories,90,West Virginia
838,25,Male,Hoodie,Clothing,28,Illinois
839,33,Male,Coat,Outerwear,29,Kentucky
840,48,Male,Shirt,Clothing,31,Illinois
841,42,Male,Shirt,Clothing,24,Alabama
842,55,Male,Sweater,Clothing,88,Texas
843,59,Male,Shirt,Clothing,87,Missouri
844,65,Male,Hoodie,Clothing,80,Pennsylvania
845,59,Male,Sandals,Footwear,48,Missouri
846,31,Male,Belt,Accessories,21,Michigan
847,49,Male,Boots,Footwear,72,Kentucky
848,53,Male,Hoodie,Clothing,44,New Jersey
849,48,Male,Sandals,Footwear,73,Delaware
850,23,Male,Jeans,Clothing,61,Missouri
851,68,Male,Shoes,Footwear,20,Connecticut
852,35,Male,Sandals,Footwear,86,Massachusetts
853,34,Male,Dress,Clothing,60,Florida
854,62,Male,Hat,Accessories,43,Delaware
855,21,Male,Pants,Clothing,44,California
856,70,Male,Socks,Clothing,76,Oregon
857,55,Male,Shirt,Clothing,33,Alaska
858,43,Male,Shorts,Clothing,60,Missouri
859,19,Male,Jacket,Outerwear,26,Oklahoma
860,47,Male,Hoodie,Clothing,73,Wisconsin
861,26,Male,Shoes,Footwear,87,South Carolina
862,46,Male,Skirt,Clothing,100,Virginia
863,19,Male,Coat,Outerwear,84,Arkansas
864,49,Male,Sneakers,Footwear,41,Vermont
865,51,Male,Jeans,Clothing,59,Kentucky
866,64,Male,Blouse,Clothing,26,Colorado
867,67,Male,Sunglasses,Accessories,69,New Mexico
868,37,Male,Jacket,Outerwear,20,Colorado
869,40,Male,Dress,Clothing,83,North Carolina
870,38,Male,Hat,Accessories,54,New Hampshire
871,66,Male,Hoodie,Clothing,66,West Virginia
872,47,Male,Handbag,Accessories,42,Hawaii
873,56,Male,Jeans,Clothing,33,North Dakota
874,51,Male,Boots,Footwear,77,Mississippi
875,25,Male,Jacket,Outerwear,65,Maine
876,37,Male,Sandals,Footwear,39,North Dakota
877,41,Male,Belt,Accessories,51,Nebraska
878,64,Male,Handbag,Accessories,65,Nebraska
879,23,Male,Sunglasses,Accessories,89,Tennessee
880,62,Male,Skirt,Clothing,76,Wyoming
881,39,Male,Backpack,Accessories,75,Nevada
882,52,Male,Sandals,Footwear,61,South Carolina
883,50,Male,Boots,Footwear,35,Virginia
884,28,Male,Sneakers,Footwear,37,Pennsylvania
885,67,Male,Skirt,Clothing,91,Hawaii
886,41,Male,Dress,Clothing,99,Ohio
887,19,Male,Shorts,Clothing,54,Utah
888,70,Male,Handbag,Accessories,47,Minnesota
889,49,Male,Scarf,Accessories,77,New Hampshire
890,59,Male,Belt,Accessories,84,Arizona
891,52,Male,Gloves,Accessories,51,New York
892,20,Male,Skirt,Clothing,26,Pennsylvania
893,31,Male,Shorts,Clothing,64,New Mexico
894,33,Male,Backpack,Accessories,51,Nebraska
895,44,Male,Hoodie,Clothing,60,Wyoming
896,40,Male,Hat,Accessories,69,Mississippi
897,69,Male,Jewelry,Accessories,29,Arkansas
898,29,Male,Shirt,Clothing,91,Illinois
899,54,Male,Belt,Accessories,70,Nevada
900,65,Male,Sweater,Clothing,58,Rhode Island
901,54,Male,Hat,Accessories,98,West Virginia
902,60,Male,Scarf,Accessories,68,Missouri
903,43,Male,Hat,Accessories,44,Kentucky
904,44,Male,Jacket,Outerwear,45,Washington
905,69,Male,T-shirt,Clothing,99,Alaska
906,46,Male,Dress,Clothing,68,Mississippi
907,41,Male,Pants,Clothing,56,South Carolina
908,32,Male,Sweater,Clothing,43,Missouri
909,26,Male,Sunglasses,Accessories,99,New Jersey
910,61,Male,Belt,Accessories,56,Louisiana
911,49,Male,Hoodie,Clothing,25,South Carolina
912,53,Male,Pants,Clothing,74,Vermont
913,24,Male,Hoodie,Clothing,56,Arkansas
914,37,Male,Sneakers,Footwear,47,Utah
915,43,Male,Dress,Clothing,67,Washington
916,31,Male,Dress,Clothing,22,Rhode Island
917,49,Male,Jeans,Clothing,34,Illinois
918,69,Male,Sweater,Clothing,64,Missouri
919,65,Male,Shorts,Clothing,42,North Carolina
920,41,Male,Shirt,Clothing,82,Massachusetts
921,37,Male,Belt,Accessories,81,Arkansas
922,70,Male,Coat,Outerwear,24,South Dakota
923,63,Male,Sneakers,Footwear,60,Georgia
924,55,Male,Shirt,Clothing,24,Arkansas
925,52,Male,Socks,Clothing,78,Kansas
926,22,Male,Jeans,Clothing,88,Arizona
927,54,Male,Jeans,Clothing,63,Massachusetts
928,28,Male,Sneakers,Footwear,78,New Mexico
929,67,Male,Dress,Clothing,37,Arkansas
930,59,Male,Boots,Footwear,94,Nebraska
931,26,Male,T-shirt,Clothing,78,Hawaii
932,24,Male,Coat,Outerwear,36,Nebraska
933,62,Male,Skirt,Clothing,24,Indiana
934,70,Male,Sneakers,Footwear,84,Colorado
935,45,Male,Jeans,Clothing,47,Oregon
936,58,Male,Hoodie,Clothing,51,Ohio
937,31,Male,Shoes,Footwear,84,Maine
938,32,Male,Shorts,Clothing,24,Iowa
939,36,Male,Blouse,Clothing,97,Wisconsin
940,25,Male,T-shirt,Clothing,89,New York
941,48,Male,Belt,Accessories,44,Colorado
942,39,Male,Handbag,Accessories,35,Illinois
943,26,Male,Dress,Clothing,91,Arizona
944,32,Male,Hat,Accessories,63,Oklahoma
945,54,Male,Belt,Accessories,97,Indiana
946,38,Male,Boots,Footwear,38,Minnesota
947,46,Male,Coat,Outerwear,24,Pennsylvania
948,57,Male,Blouse,Clothing,32,Indiana
949,49,Male,Hat,Accessories,90,Alabama
950,33,Male,Jeans,Clothing,36,Montana
951,54,Male,Backpack,Accessories,37,New Mexico
952,47,Male,Dress,Clothing,51,Alaska
953,36,Male,Hat,Accessories,71,Idaho
954,68,Male,Sunglasses,Accessories,50,Utah
955,60,Male,Hat,Accessories,74,Louisiana
956,55,Male,Dress,Clothing,75,Mississippi
957,29,Male,Shirt,Clothing,99,Mississippi
958,38,Male,Scarf,Accessories,23,Indiana
959,70,Male,Sneakers,Footwear,53,Washington
960,36,Male,Skirt,Clothing,99,Nevada
961,18,Male,Jewelry,Accessories,48,Louisiana
962,62,Male,Boots,Footwear,72,Pennsylvania
963,29,Male,Sunglasses,Accessories,64,Michigan
964,21,Male,Boots,Footwear,63,South Carolina
965,42,Male,Sandals,Footwear,51,Arizona
966,43,Male,Boots,Footwear,55,Delaware
967,58,Male,Dress,Clothing,55,Kentucky
968,27,Male,Hoodie,Clothing,26,Georgia
969,57,Male,Shorts,Clothing,67,North Carolina
970,40,Male,Coat,Outerwear,31,California
971,45,Male,Jeans,Clothing,66,California
972,47,Male,Sunglasses,Accessories,67,Indiana
973,61,Male,Sneakers,Footwear,61,Colorado
974,60,Male,Jacket,Outerwear,75,Colorado
975,69,Male,Skirt,Clothing,90,North Carolina
976,58,Male,Sweater,Clothing,40,Washington
977,34,Male,T-shirt,Clothing,90,Florida
978,20,Male,Belt,Accessories,20,Washington
979,56,Male,Gloves,Accessories,40,Colorado
980,64,Male,Hat,Accessories,33,New Hampshire
981,56,Male,Boots,Footwear,98,Maryland
982,27,Male,Belt,Accessories,42,Maryland
983,35,Male,Coat,Outerwear,62,Texas
984,24,Male,Hat,Accessories,45,New Mexico
985,26,Male,Shoes,Footwear,78,Utah
986,32,Male,Handbag,Accessories,80,West Virginia
987,54,Male,Scarf,Accessories,96,Connecticut
988,62,Male,Handbag,Accessories,47,West Virginia
989,50,Male,Pants,Clothing,84,Ohio
990,70,Male,Shoes,Footwear,31,Texas
991,48,Male,Sunglasses,Accessories,63,Washington
992,20,Male,Shorts,Clothing,97,Wisconsin
993,46,Male,Jacket,Outerwear,99,Louisiana
994,51,Male,Sandals,Footwear,90,Iowa
995,53,Male,Shoes,Footwear,68,New York
996,44,Male,Jewelry,Accessories,80,Idaho
997,29,Male,Sandals,Footwear,91,Delaware
998,64,Male,Pants,Clothing,30,Kentucky
999,51,Male,Shoes,Footwear,90,Connecticut
1000,50,Male,Socks,Clothing,28,New Mexico
1001,43,Male,Socks,Clothing,46,Georgia
1002,61,Male,Dress,Clothing,60,Washington
1003,55,Male,Shoes,Footwear,59,North Dakota
1004,56,Male,Hat,Accessories,68,Ohio
1005,33,Male,Backpack,Accessories,79,Tennessee
1006,43,Male,Backpack,Accessories,94,New York
1007,21,Male,Pants,Clothing,83,Michigan
1008,58,Male,Gloves,Accessories,62,Georgia
1009,41,Male,Scarf,Accessories,85,New Mexico
1010,39,Male,Hoodie,Clothing,30,Louisiana
1011,54,Male,Jeans,Clothing,24,South Dakota
1012,43,Male,Backpack,Accessories,25,Montana
1013,28,Male,Sandals,Footwear,37,New Mexico
1014,59,Male,Belt,Accessories,69,South Carolina
1015,28,Male,Shoes,Footwear,97,Ohio
1016,68,Male,Gloves,Accessories,24,North Carolina
1017,20,Male,Belt,Accessories,30,Idaho
1018,21,Male,Jacket,Outerwear,53,Oklahoma
1019,50,Male,Dress,Clothing,70,Georgia
1020,32,Male,Shirt,Clothing,76,Kentucky
1021,24,Male,Scarf,Accessories,95,Delaware
1022,55,Male,Coat,Outerwear,51,Massachusetts
1023,61,Male,Handbag,Accessories,41,Nebraska
1024,61,Male,Sunglasses,Accessories,71,Maine
1025,28,Male,T-shirt,Clothing,66,Pennsylvania
1026,60,Male,Shirt,Clothing,84,Nebraska
1027,49,Male,Handbag,Accessories,95,Virginia
1028,33,Male,Jewelry,Accessories,90,Ohio
1029,45,Male,Hoodie,Clothing,36,Nebraska
1030,29,Male,Gloves,Accessories,22,Ohio
1031,58,Male,Coat,Outerwear,89,Kentucky
1032,22,Male,Sandals,Footwear,50,Tennessee
1033,55,Male,Boots,Footwear,36,Maine
1034,19,Male,Pants,Clothing,52,Montana
1035,68,Male,Socks,Clothing,29,Maryland
1036,61,Male,Blouse,Clothing,89,Georgia
1037,68,Male,Handbag,Accessories,47,Hawaii
1038,52,Male,Jewelry,Accessories,25,Rhode Island
1039,41,Male,Pants,Clothing,74,Nebraska
1040,29,Male,Belt,Accessories,46,Michigan
1041,68,Male,Jeans,Clothing,22,North Carolina
1042,36,Male,Shirt,Clothing,25,Minnesota
1043,55,Male,Belt,Accessories,80,Maryland
1044,28,Male,Jeans,Clothing,76,Hawaii
1045,39,Male,Jeans,Clothing,30,Oregon
1046,54,Male,Sweater,Clothing,79,New Mexico
1047,40,Male,Sneakers,Footwear,22,Illinois
1048,31,Male,Socks,Clothing,36,Utah
1049,30,Male,Socks,Clothing,77,Maine
1050,45,Male,Sunglasses,Accessories,33,Virginia
1051,48,Male,Sneakers,Footwear,64,Florida
1052,45,Male,Socks,Clothing,53,Ohio
1053,60,Male,Shoes,Footwear,36,Virginia
1054,59,Male,Blouse,Clothing,70,Kansas
1055,18,Male,Shorts,Clothing,96,Arkansas
1056,70,Male,Jacket,Outerwear,27,Massachusetts
1057,20,Male,Sweater,Clothing,64,Idaho
1058,65,Male,Jacket,Outerwear,23,Wisconsin
1059,29,Male,Scarf,Accessories,33,New Mexico
1060,22,Male,Jacket,Outerwear,34,North Carolina
1061,27,Male,Sweater,Clothing,35,Iowa
1062,36,Male,Coat,Outerwear,62,Idaho
1063,59,Male,Boots,Footwear,75,Ohio
1064,62,Male,Hoodie,Clothing,29,Alabama
1065,34,Male,Hat,Accessories,28,Wyoming
1066,59,Male,T-shirt,Clothing,20,Alabama
1067,49,Male,Coat,Outerwear,96,Mississippi
1068,18,Male,Dress,Clothing,43,Pennsylvania
1069,55,Male,Shirt,Clothing,94,Wyoming
1070,38,Male,Skirt,Clothing,81,Maryland
1071,50,Male,Jewelry,Accessories,75,North Carolina
1072,61,Male,Hat,Accessories,81,Pennsylvania
1073,48,Male,Shorts,Clothing,92,Idaho
1074,22,Male,Scarf,Accessories,96,California
1075,48,Male,Jewelry,Accessories,71,Tennessee
1076,57,Male,Sunglasses,Accessories,50,Missouri
1077,33,Male,Coat,Outerwear,72,North Dakota
1078,58,Male,Jacket,Outerwear,28,West Virginia
1079,37,Male,Sweater,Clothing,59,Arizona
1080,18,Male,Coat,Outerwear,33,Oklahoma
1081,65,Male,Scarf,Accessories,59,Pennsylvania
1082,62,Male,Belt,Accessories,30,Idaho
1083,54,Male,Hat,Accessories,85,South Carolina
1084,35,Male,Backpack,Accessories,97,Washington
1085,34,Male,T-shirt,Clothing,36,Arkansas
1086,25,Male,Jewelry,Accessories,85,Utah
1087,53,Male,Sunglasses,Accessories,62,Alaska
1088,45,Male,Jeans,Clothing,71,West Virginia
1089,49,Male,Pants,Clothing,21,Louisiana
1090,40,Male,Backpack,Accessories,61,Arizona
1091,38,Male,Scarf,Accessories,58,Connecticut
1092,44,Male,Sweater,Clothing,80,North Carolina
1093,68,Male,Jewelry,Accessories,50,South Dakota
1094,60,Male,Sneakers,Footwear,48,Delaware
1095,25,Male,Jewelry,Accessories,40,Connecticut
1096,19,Male,Coat,Outerwear,34,Tennessee
1097,57,Male,Coat,Outerwear,46,New Hampshire
1098,58,Male,Sunglasses,Accessories,27,Vermont
1099,49,Male,Handbag,Accessories,98,Idaho
1100,19,Male,Sweater,Clothing,73,North Carolina
1101,50,Male,Pants,Clothing,28,Nevada
1102,30,Male,Gloves,Accessories,76,Delaware
1103,52,Male,Sweater,Clothing,83,Texas
1104,35,Male,Hoodie,Clothing,23,Tennessee
1105,35,Male,Hat,Accessories,28,Delaware
1106,33,Male,T-shirt,Clothing,83,Massachusetts
1107,52,Male,Skirt,Clothing,96,Minnesota
1108,69,Male,Sneakers,Footwear,62,Texas
1109,27,Male,Shorts,Clothing,25,Nebraska
1110,66,Male,Hoodie,Clothing,97,Oklahoma
1111,28,Male,Hoodie,Clothing,61,Texas
1112,22,Male,Shoes,Footwear,66,New York
1113,69,Male,Hoodie,Clothing,67,Washington
1114,28,Male,Sunglasses,Accessories,80,Maryland
1115,55,Male,Skirt,Clothing,25,New Hampshire
1116,30,Male,Hat,Accessories,58,New York
1117,67,Male,Backpack,Accessories,96,Hawaii
1118,25,Male,Sunglasses,Accessories,77,California
1119,49,Male,Belt,Accessories,65,Indiana
1120,34,Male,Jewelry,Accessories,36,Louisiana
1121,22,Male,Sneakers,Footwear,84,Pennsylvania
1122,63,Male,T-shirt,Clothing,58,Florida
1123,70,Male,Handbag,Accessories,62,North Carolina
1124,36,Male,Hat,Accessories,67,Massachusetts
1125,42,Male,Sweater,Clothing,20,Iowa
1126,27,Male,Sandals,Footwear,90,North Dakota
1127,23,Male,Scarf,Accessories,58,Iowa
1128,50,Male,Shirt,Clothing,53,Delaware
1129,56,Male,Gloves,Accessories,30,New York
1130,37,Male,Hoodie,Clothing,65,New Hampshire
1131,67,Male,Jewelry,Accessories,41,Kentucky
1132,67,Male,Shirt,Clothing,73,Illinois
1133,50,Male,Hoodie,Clothing,98,North Carolina
1134,36,Male,Shoes,Footwear,36,Connecticut
1135,62,Male,T-shirt,Clothing,81,Wisconsin
1136,65,Male,Skirt,Clothing,90,Massachusetts
1137,23,Male,Handbag,Accessories,83,Illinois
